;BGCI;;Bitwise 10;;HODL5;;NCI
29/05/2019;523,86;04/06/2019;9057,04;19/12/2018;1290,74;;
30/05/2019;512,05;05/06/2019;9330,63;20/12/2018;1348,94;;
31/05/2019;504,44;06/06/2019;9124,77;21/12/2018;1334,75;;
03/06/2019;504,73;07/06/2019;9592,3;22/12/2018;1298,82;;
04/06/2019;448,22;10/06/2019;9552,73;23/12/2018;1354,58;;
05/06/2019;465,12;11/06/2019;9494,3;24/12/2018;1473,4;;
06/06/2019;456,74;12/06/2019;9810,54;25/12/2018;1316;;
07/06/2019;478,66;13/06/2019;9881,7;26/12/2018;1318,07;;
10/06/2019;473,94;14/06/2019;9952,48;27/12/2018;1308,68;;
11/06/2019;473,88;17/06/2019;10896,97;28/12/2018;1345,13;;
12/06/2019;486,04;18/06/2019;10628,51;29/12/2018;1375,42;;
13/06/2019;490,52;19/06/2019;10752,4;30/12/2018;1351,78;;
14/06/2019;488,81;20/06/2019;11036,95;31/12/2018;1334,67;;
17/06/2019;529;21/06/2019;11513,81;01/01/2019;1305,34;;
18/06/2019;514,82;24/06/2019;12441,74;02/01/2019;1385,54;;
19/06/2019;522,08;25/06/2019;12818,68;03/01/2019;1381,81;;
20/06/2019;526,54;26/06/2019;15058,94;04/01/2019;1348,91;;
21/06/2019;553,65;27/06/2019;11967,15;05/01/2019;1393,05;;
24/06/2019;586,74;28/06/2019;13373,05;06/01/2019;1388,35;;
25/06/2019;595,03;01/07/2019;11382,23;07/01/2019;1411,91;;
26/06/2019;668,61;02/07/2019;11911,08;08/01/2019;1426,94;;
27/06/2019;539,14;03/07/2019;12355,83;09/01/2019;1410,32;;
28/06/2019;591,21;04/07/2019;12852,48;10/01/2019;1308,12;;
01/07/2019;530,5;05/07/2019;12173,01;11/01/2019;1254,67;;
02/07/2019;544,91;08/07/2019;13205,87;12/01/2019;1253,42;;
03/07/2019;555,37;09/07/2019;13395,78;13/01/2019;1245,19;;
05/07/2019;544,02;10/07/2019;12779,57;14/01/2019;1270,28;;
08/07/2019;583,52;11/07/2019;12204,03;15/01/2019;1251,2;;
09/07/2019;578,32;12/07/2019;12296,45;16/01/2019;1239,66;;
10/07/2019;543,91;15/07/2019;11317,99;17/01/2019;1236,28;;
11/07/2019;510,39;16/07/2019;10122,99;18/01/2019;1237,99;;
12/07/2019;521,37;17/07/2019;10274,28;19/01/2019;1264,09;;
15/07/2019;468,17;18/07/2019;11015,39;20/01/2019;1198,91;;
16/07/2019;419,42;19/07/2019;10873,77;21/01/2019;1203,21;;
17/07/2019;432,44;22/07/2019;10619,8;22/01/2019;1217,54;;
18/07/2019;461,66;23/07/2019;10646,08;23/01/2019;1208,38;;
19/07/2019;451,61;24/07/2019;10221,62;24/01/2019;1208,45;;
22/07/2019;446,14;25/07/2019;10438,69;25/01/2019;1206,04;;
23/07/2019;448,29;26/07/2019;10494,49;26/01/2019;1206,68;;
24/07/2019;435,9;29/07/2019;10042,89;27/01/2019;1190,75;;
25/07/2019;441,8;30/07/2019;10200,57;28/01/2019;1123,59;;
26/07/2019;449,14;31/07/2019;10556,67;29/01/2019;1130,41;;
29/07/2019;428,57;01/08/2019;10792,47;30/01/2019;1171,03;;
30/07/2019;435,96;02/08/2019;10903,41;31/01/2019;1151,96;;
31/07/2019;448,21;05/08/2019;12082,09;01/02/2019;1153,53;;
01/08/2019;452,09;07/08/2019;11970,67;02/02/2019;1152,92;;
02/08/2019;449,96;08/08/2019;11751,63;03/02/2019;1151,37;;
05/08/2019;486,99;09/08/2019;11851,46;04/02/2019;1138,18;;
06/08/2019;475,14;12/08/2019;11616,82;05/02/2019;1135,94;;
07/08/2019;473,13;13/08/2019;11142,12;06/02/2019;1117,43;;
08/08/2019;461,48;14/08/2019;10288,6;07/02/2019;1138,19;;
09/08/2019;454,28;15/08/2019;10262,52;08/02/2019;1179,5;;
12/08/2019;456,48;16/08/2019;10561,24;09/02/2019;1215,43;;
13/08/2019;444,83;19/08/2019;10846,02;10/02/2019;1206,05;;
14/08/2019;404,89;20/08/2019;10841,85;11/02/2019;1212,04;;
15/08/2019;402,34;21/08/2019;10248,91;12/02/2019;1203,73;;
16/08/2019;408,49;22/08/2019;10362,87;13/02/2019;1200,2;;
19/08/2019;424,58;23/08/2019;10589,94;14/02/2019;1205,42;;
20/08/2019;420,45;26/08/2019;10438,84;15/02/2019;1198,47;;
21/08/2019;401,98;27/08/2019;10309,06;16/02/2019;1215,68;;
22/08/2019;410,18;28/08/2019;9759,57;17/02/2019;1211,34;;
23/08/2019;416,35;29/08/2019;9600,77;18/02/2019;1309,34;;
26/08/2019;406,88;30/08/2019;9649,58;19/02/2019;1369,11;;
27/08/2019;403,87;02/09/2019;10222,68;20/02/2019;1342,59;;
28/08/2019;377,48;03/09/2019;10633,81;21/02/2019;1333,09;;
29/08/2019;374,14;04/09/2019;10648,66;22/02/2019;1343,35;;
30/08/2019;375,85;05/09/2019;10444,05;23/02/2019;1338,56;;
03/09/2019;402,64;06/09/2019;10310,95;24/02/2019;1279,08;;
04/09/2019;400,59;09/09/2019;10375,96;25/02/2019;1285,2;;
05/09/2019;388,38;10/09/2019;10101,49;26/02/2019;1294,37;;
06/09/2019;382,44;11/09/2019;10129,09;27/02/2019;1290,4;;
09/09/2019;399,65;12/09/2019;10341,53;28/02/2019;1298,9;;
10/09/2019;392,36;13/09/2019;10249,13;01/03/2019;1300,21;;
11/09/2019;389,68;16/09/2019;10278,01;02/03/2019;1283,77;;
12/09/2019;395,99;17/09/2019;10579,85;03/03/2019;1266,15;;
13/09/2019;392,88;18/09/2019;10591,84;04/03/2019;1239,52;;
16/09/2019;406,26;19/09/2019;10551,9;05/03/2019;1291,84;;
17/09/2019;434,56;20/09/2019;10502,11;06/03/2019;1303,6;;
18/09/2019;441,98;23/09/2019;10117;07/03/2019;1308,46;;
19/09/2019;444,4;24/09/2019;8641,15;08/03/2019;1306,84;;
20/09/2019;433,42;25/09/2019;8548,74;09/03/2019;1320,34;;
23/09/2019;416,64;26/09/2019;8324,16;10/03/2019;1308,71;;
24/09/2019;344,23;27/09/2019;8232,88;11/03/2019;1287,41;;
25/09/2019;345,87;30/09/2019;8560,76;12/03/2019;1293,04;;
26/09/2019;336,24;01/10/2019;8559,99;13/03/2019;1294,62;;
27/09/2019;337,35;02/10/2019;8536,27;14/03/2019;1293,85;;
30/09/2019;352,4;03/10/2019;8402,88;15/03/2019;1318,77;;
01/10/2019;350,08;04/10/2019;8498,86;16/03/2019;1349,62;;
02/10/2019;352,49;07/10/2019;8593,12;17/03/2019;1346,6;;
03/10/2019;345,62;08/10/2019;8524,54;18/03/2019;1340,22;;
04/10/2019;354,36;09/10/2019;8968,77;19/03/2019;1343,46;;
07/10/2019;365,29;10/10/2019;8918,47;20/03/2019;1351,01;;
08/10/2019;361,56;11/10/2019;8659,83;21/03/2019;1318,5;;
09/10/2019;378,47;14/10/2019;8721,54;22/03/2019;1328,52;;
10/10/2019;374,34;15/10/2019;8533,04;23/03/2019;1338,75;;
11/10/2019;362,08;16/10/2019;8300,39;24/03/2019;1327,05;;
14/10/2019;372,79;17/10/2019;8449,62;25/03/2019;1310,55;;
15/10/2019;362,2;18/10/2019;8334,07;26/03/2019;1298,85;;
16/10/2019;352,69;21/10/2019;8546,35;27/03/2019;1340,39;;
17/10/2019;362,22;22/10/2019;8519,55;28/03/2019;1339,93;;
18/10/2019;356,78;23/10/2019;7815,76;29/03/2019;1355,72;;
21/10/2019;361,56;24/10/2019;7859,7;30/03/2019;1360,37;;
22/10/2019;360,14;25/10/2019;8977,03;31/03/2019;1363,88;;
23/10/2019;330,67;28/10/2019;9638,47;01/04/2019;1368,44;;
24/10/2019;337,23;29/10/2019;9538,43;02/04/2019;1539,57;;
25/10/2019;377,15;30/10/2019;9477,37;03/04/2019;1659,19;;
28/10/2019;391,55;31/10/2019;9489,5;04/04/2019;1621,2;;
29/10/2019;399,36;01/11/2019;9431,19;05/04/2019;1653,14;;
30/10/2019;390,61;04/11/2019;9737,61;06/04/2019;1667,63;;
31/10/2019;389,63;05/11/2019;9693,79;07/04/2019;1693,25;;
01/11/2019;387,19;06/11/2019;9637,4;08/04/2019;1719,37;;
04/11/2019;399,53;07/11/2019;9489,43;09/04/2019;1698,82;;
05/11/2019;403,26;08/11/2019;9132,09;10/04/2019;1725,24;;
06/11/2019;402,71;11/11/2019;9088,19;11/04/2019;1607,76;;
07/11/2019;392,74;12/11/2019;9144,07;12/04/2019;1617,08;;
08/11/2019;381,77;13/11/2019;9107,01;13/04/2019;1625,75;;
11/11/2019;382,14;14/11/2019;8992,27;14/04/2019;1615,36;;
12/11/2019;382,76;15/11/2019;8789,52;15/04/2019;1645,02;;
13/11/2019;382,4;18/11/2019;8524,54;16/04/2019;1608,55;;
14/11/2019;375,95;19/11/2019;8400,68;17/04/2019;1658,57;;
15/11/2019;365,46;20/11/2019;8386,21;18/04/2019;1676,92;;
18/11/2019;356,93;21/11/2019;7851,76;19/04/2019;1667,5;;
19/11/2019;349,84;22/11/2019;7582,73;20/04/2019;1677,8;;
20/11/2019;350,17;25/11/2019;7379,33;21/04/2019;1644,13;;
21/11/2019;326,88;26/11/2019;7341,85;22/04/2019;1666,49;;
22/11/2019;313,65;27/11/2019;7773,09;23/04/2019;1718,62;;
25/11/2019;302,14;28/11/2019;7780,07;24/04/2019;1639,43;;
26/11/2019;303,8;29/11/2019;7940,58;25/04/2019;1646,13;;
27/11/2019;316,44;02/12/2019;7499,19;26/04/2019;1575,48;;
29/11/2019;321,7;03/12/2019;7505,71;27/04/2019;1577,13;;
02/12/2019;306,23;04/12/2019;7392,17;28/04/2019;1584,96;;
03/12/2019;305,57;05/12/2019;7573,79;29/04/2019;1554,62;;
04/12/2019;302,82;06/12/2019;7620,09;30/04/2019;1617,89;;
05/12/2019;308,28;09/12/2019;7499,4;01/05/2019;1618,04;;
06/12/2019;309,21;10/12/2019;7395,28;02/05/2019;1640,1;;
09/12/2019;304,78;11/12/2019;7361,25;03/05/2019;1719,45;;
10/12/2019;300,76;12/12/2019;7442,78;04/05/2019;1662,88;;
11/12/2019;298,78;13/12/2019;7452,65;05/05/2019;1689,97;;
12/12/2019;302,22;17/12/2019;6639,6;06/05/2019;1691,58;;
13/12/2019;301,88;18/12/2019;7179,27;07/05/2019;1720,21;;
16/12/2019;280,03;19/12/2019;7164,89;08/05/2019;1713,23;;
17/12/2019;258,68;20/12/2019;7238,18;09/05/2019;1726,69;;
18/12/2019;279,76;23/12/2019;7396,56;10/05/2019;1767,06;;
19/12/2019;275,6;24/12/2019;7230,66;11/05/2019;1931,63;;
20/12/2019;279,09;25/12/2019;7234,05;12/05/2019;1928,98;;
23/12/2019;281,12;26/12/2019;7253,2;13/05/2019;2053,9;;
24/12/2019;278,11;27/12/2019;7223,9;14/05/2019;2292,29;;
26/12/2019;277,62;30/12/2019;7295,99;15/05/2019;2315,22;;
27/12/2019;277,45;31/12/2019;7184,06;16/05/2019;2377,46;;
30/12/2019;284,44;01/01/2020;7274,26;17/05/2019;2126,77;;
31/12/2019;279,03;02/01/2020;6978,62;18/05/2019;2171,11;;
02/01/2020;272,71;03/01/2020;7364,49;19/05/2019;2342,59;;
03/01/2020;287,69;06/01/2020;7693,29;20/05/2019;2283,88;;
06/01/2020;309,73;07/01/2020;8204,93;21/05/2019;2327,41;;
07/01/2020;318,22;08/01/2020;8037,81;22/05/2019;2305,62;;
08/01/2020;307;09/01/2020;7843,62;23/05/2019;2238,9;;
09/01/2020;301,86;10/01/2020;8125,34;24/05/2019;2351,82;;
10/01/2020;316,85;13/01/2020;8214,1;25/05/2019;2341,97;;
13/01/2020;322,1;14/01/2020;8881,87;26/05/2019;2318,15;;
14/01/2020;359,4;15/01/2020;9008,02;27/05/2019;2531,13;;
15/01/2020;366,24;16/01/2020;8935,51;28/05/2019;2533;;
16/01/2020;361,5;17/01/2020;9121,54;29/05/2019;2576,58;;
17/01/2020;374,1;20/01/2020;8909,9;30/05/2019;2623,84;;
21/01/2020;367,53;21/01/2020;8953,18;31/05/2019;2475,11;;
22/01/2020;364,71;22/01/2020;8910,09;01/06/2019;2487,23;;
23/01/2020;349,44;23/01/2020;8567,99;02/06/2019;2552,1;;
24/01/2020;352,27;24/01/2020;8688,09;03/06/2019;2474,12;;
27/01/2020;375,62;27/01/2020;9218,38;04/06/2019;2346,23;;
28/01/2020;378,67;28/01/2020;9289,61;05/06/2019;2266,28;;
29/01/2020;387,26;29/01/2020;9595,85;06/06/2019;2274,84;;
30/01/2020;402,94;30/01/2020;9845,97;07/06/2019;2371,11;;
31/01/2020;391,36;31/01/2020;9575,81;08/06/2019;2357,56;;
03/02/2020;404,01;03/02/2020;9692,42;09/06/2019;2302,35;;
04/02/2020;403,47;04/02/2020;9580,49;10/06/2019;2343,02;;
05/02/2020;432,66;05/02/2020;10161,34;11/06/2019;2299,12;;
06/02/2020;442,91;06/02/2020;10301,96;12/06/2019;2368,45;;
07/02/2020;444,79;07/02/2020;10285,48;13/06/2019;2412,04;;
10/02/2020;450,89;10/02/2020;10432,94;14/06/2019;2433,61;;
11/02/2020;473,88;11/02/2020;10912,67;15/06/2019;2516,54;;
12/02/2020;509,08;12/02/2020;11262,36;16/06/2019;2626,49;;
13/02/2020;503,4;02/04/2020;6955,06;17/06/2019;2675,41;;
14/02/2020;525,32;06/04/2020;7536,99;18/06/2019;2608,8;;
18/02/2020;501,86;07/04/2020;7577,53;19/06/2019;2592,36;;
19/02/2020;486,5;08/04/2020;7621,09;20/06/2019;2633,38;;
20/02/2020;452,1;09/04/2020;7569,8;21/06/2019;2751,8;;
21/02/2020;463,29;10/04/2020;7172,64;22/06/2019;3001,55;;
24/02/2020;458,16;13/04/2020;7031,72;23/06/2019;2988,45;;
25/02/2020;438,81;14/04/2020;7177,52;24/06/2019;3000,11;;
26/02/2020;404,72;15/04/2020;6990,15;25/06/2019;3040,6;;
27/02/2020;411,96;16/04/2020;7380,99;26/06/2019;3346,38;;
28/02/2020;398,44;17/04/2020;7365,99;27/06/2019;3061,39;;
02/03/2020;412,88;20/04/2020;7058,17;28/06/2019;2995,61;;
03/03/2020;400,25;21/04/2020;7193,59;29/06/2019;3043,48;;
04/03/2020;397,55;22/04/2020;7435,86;30/06/2019;2905,52;;
05/03/2020;416,53;23/04/2020;7859,63;01/07/2019;2710,95;;
06/03/2020;422,25;24/04/2020;7872,06;02/07/2019;2780,24;;
09/03/2020;349,91;27/04/2020;8047,78;03/07/2019;2918,4;;
10/03/2020;357,58;28/04/2020;8108,89;04/07/2019;2985,67;;
11/03/2020;346,73;29/04/2020;9091,29;05/07/2019;2882,87;;
12/03/2020;257,88;30/04/2020;9113,71;06/07/2019;2943,13;;
13/03/2020;241,61;01/05/2020;9004,94;07/07/2019;2898,83;;
16/03/2020;217,82;04/05/2020;9065,77;08/07/2019;3014,16;;
17/03/2020;233,11;05/05/2020;9122,55;09/07/2019;3060,63;;
18/03/2020;231,4;06/05/2020;9398,37;10/07/2019;3026,97;;
19/03/2020;266,69;07/05/2020;9941,92;11/07/2019;2794,32;;
20/03/2020;256,83;08/05/2020;10027,81;12/07/2019;2795,68;;
23/03/2020;264,25;11/05/2020;8816,72;13/07/2019;2725,47;;
24/03/2020;278,82;12/05/2020;8883,04;14/07/2019;2524,48;;
25/03/2020;271,41;13/05/2020;9225,68;15/07/2019;2510,79;;
26/03/2020;274,68;14/05/2020;9664,87;16/07/2019;2443,47;;
27/03/2020;280,48;15/05/2020;9336,39;17/07/2019;2347,94;;
30/03/2020;271,39;18/05/2020;9757,05;18/07/2019;2470,25;;
31/03/2020;274,86;19/05/2020;9702,55;19/07/2019;2449,81;;
01/04/2020;265,12;20/05/2020;9599,14;20/07/2019;2538,79;;
02/04/2020;283,87;21/05/2020;9126,61;21/07/2019;2488,92;;
03/04/2020;287,36;22/05/2020;9297,71;22/07/2019;2432,11;;
06/04/2020;317,25;25/05/2020;9068,83;23/07/2019;2379,87;;
07/04/2020;317,16;26/05/2020;8913,21;24/07/2019;2381,88;;
08/04/2020;326,04;27/05/2020;9259,41;25/07/2019;2410,46;;
09/04/2020;321,22;28/05/2020;9549,91;26/07/2019;2376,74;;
13/04/2020;296,88;29/05/2020;9537,54;27/07/2019;2288,69;;
14/04/2020;301,4;01/06/2020;9813,51;28/07/2019;2303,73;;
15/04/2020;295,92;02/06/2020;9756,31;29/07/2019;2308,25;;
16/04/2020;312,11;03/06/2020;9850,4;30/07/2019;2336,32;;
17/04/2020;313,71;04/06/2020;10051,17;31/07/2019;2416,09;;
20/04/2020;301,74;05/06/2020;9983,43;01/08/2019;2401,18;;
21/04/2020;306,62;08/06/2020;9945,07;02/08/2019;2495,27;;
22/04/2020;319,5;09/06/2020;9973,26;03/08/2019;2526,88;;
23/04/2020;334,19;10/06/2020;10087,57;04/08/2019;2523,67;;
24/04/2020;333,72;11/06/2020;9482,74;05/08/2019;2684,53;;
27/04/2020;338,82;12/06/2020;9641,83;06/08/2019;2647,72;;
28/04/2020;345,54;15/06/2020;9596,96;07/08/2019;2682,45;;
29/04/2020;381,34;16/06/2020;9673,3;08/08/2019;2601,48;;
30/04/2020;373,41;17/06/2020;9482,21;09/08/2019;2563,43;;
01/05/2020;370,53;18/06/2020;9571,82;10/08/2019;2492,33;;
04/05/2020;369,17;19/06/2020;9478,35;11/08/2019;2524,07;;
05/05/2020;369,33;22/06/2020;9769,6;12/08/2019;2530,19;;
06/05/2020;373,29;23/06/2020;9859,87;13/08/2019;2455,12;;
07/05/2020;389,86;24/06/2020;9492,07;14/08/2019;2388,1;;
08/05/2020;390,75;25/06/2020;9479,87;15/08/2019;2220,11;;
11/05/2020;343,05;26/06/2020;9364,51;16/08/2019;2223,56;;
12/05/2020;348;29/06/2020;9306,44;17/08/2019;2263,62;;
13/05/2020;360,56;30/06/2020;9288,77;18/08/2019;2321,93;;
14/05/2020;371,56;01/07/2020;9416,85;19/08/2019;2389,83;;
15/05/2020;359,29;02/07/2020;9226,77;20/08/2019;2337,08;;
18/05/2020;378,01;03/07/2020;9279,11;21/08/2019;2212,22;;
19/05/2020;376,18;06/07/2020;9540,12;22/08/2019;2253,11;;
20/05/2020;371,46;07/07/2020;9522,35;23/08/2019;2318,96;;
21/05/2020;353,52;08/07/2020;9818,42;24/08/2019;2229,19;;
22/05/2020;364,18;09/07/2020;9576,96;25/08/2019;2242,51;;
26/05/2020;351,71;10/07/2020;9584,43;26/08/2019;2277,59;;
27/05/2020;362,78;13/07/2020;9596,01;27/08/2019;2253,48;;
28/05/2020;372,39;14/07/2020;9674,6;28/08/2019;2256,08;;
29/05/2020;374,02;15/07/2020;9567,9;29/08/2019;2056,29;;
01/06/2020;391,35;16/07/2020;9482,49;30/08/2019;2105,7;;
02/06/2020;387,49;17/07/2020;9538,54;31/08/2019;2103,5;;
03/06/2020;392,48;20/07/2020;9509,45;01/09/2019;2107,7;;
04/06/2020;396,21;21/07/2020;9741,21;02/09/2019;2156,68;;
05/06/2020;397,92;22/07/2020;9765,97;03/09/2019;2273,49;;
08/06/2020;395,33;23/07/2020;10123,39;04/09/2019;2221,77;;
09/06/2020;395,17;24/07/2020;10131,24;05/09/2019;2220,11;;
10/06/2020;401,51;27/07/2020;11361,77;06/09/2019;2276,55;;
11/06/2020;372,88;28/07/2020;11566,78;07/09/2019;2222,07;;
12/06/2020;381,97;29/07/2020;11763,69;08/09/2019;2261,72;;
15/06/2020;377,68;30/07/2020;11773,5;09/09/2019;2245,33;;
16/06/2020;379,34;31/07/2020;11998,92;10/09/2019;2222,61;;
17/06/2020;373,91;03/08/2020;12441,84;11/09/2019;2178,11;;
18/06/2020;375,8;04/08/2020;12227,44;12/09/2019;2224,76;;
19/06/2020;371,48;05/08/2020;12652,13;13/09/2019;2209,05;;
22/06/2020;385,68;06/08/2020;12853,24;14/09/2019;2255,77;;
23/06/2020;387,2;07/08/2020;12377,22;15/09/2019;2247,7;;
24/06/2020;372,37;10/08/2020;12867,49;16/09/2019;2239,68;;
25/06/2020;372,07;11/08/2020;12350,2;17/09/2019;2317,04;;
26/06/2020;369,44;12/08/2020;12554,83;18/09/2019;2413,6;;
29/06/2020;362,38;13/08/2020;12573,16;19/09/2019;2316,96;;
30/06/2020;360,26;14/08/2020;13085,82;20/09/2019;2369,66;;
01/07/2020;365,64;17/08/2020;13634,53;21/09/2019;2343,52;;
02/07/2020;357,44;18/08/2020;13189,47;22/09/2019;2309,06;;
06/07/2020;378,07;19/08/2020;12676,66;23/09/2019;2288,95;;
07/07/2020;374,52;20/08/2020;12969,5;24/09/2019;2153,16;;
08/07/2020;393,4;21/08/2020;12680,13;25/09/2019;1905,41;;
09/07/2020;382,93;24/08/2020;12791,02;26/09/2019;1874,98;;
10/07/2020;383,44;25/08/2020;12233,02;27/09/2019;1840,56;;
13/07/2020;379,26;26/08/2020;12427,89;28/09/2019;1876,08;;
14/07/2020;383,36;27/08/2020;12121,26;29/09/2019;1846,15;;
15/07/2020;378,43;28/08/2020;12467,07;30/09/2019;1943,04;;
16/07/2020;371,37;31/08/2020;12904,84;01/10/2019;1949,45;;
17/07/2020;373,64;01/09/2020;13298,72;02/10/2019;1930,07;;
20/07/2020;375,1;02/09/2020;12556,09;03/10/2019;1888,91;;
21/07/2020;386,22;03/09/2020;11731,62;04/10/2019;1930,84;;
22/07/2020;387,59;04/09/2020;11551,43;05/10/2019;1902,93;;
23/07/2020;408,58;07/09/2020;10907,81;06/10/2019;1893,06;;
24/07/2020;411,23;08/09/2020;10703,47;07/10/2019;1969,61;;
27/07/2020;462,37;09/09/2020;11090,39;08/10/2019;1970,34;;
28/07/2020;473,56;10/09/2020;11117,63;09/10/2019;2049,08;;
29/07/2020;482,2;11/09/2020;11186,04;10/10/2019;2035,4;;
30/07/2020;491,15;14/09/2020;11488,14;11/10/2019;1984,14;;
31/07/2020;502,5;15/09/2020;11512,66;12/10/2019;2000,72;;
03/08/2020;551,07;16/09/2020;11656,46;13/10/2019;2013,77;;
04/08/2020;535,68;17/09/2020;11746,22;14/10/2019;2007,12;;
05/08/2020;550,12;18/09/2020;11627,64;15/10/2019;2006,57;;
06/08/2020;558,07;21/09/2020;11066,2;16/10/2019;1931,1;;
07/08/2020;531,25;22/09/2020;11065,77;17/10/2019;1982,05;;
10/08/2020;549,37;23/09/2020;10782,78;18/10/2019;1935,7;;
11/08/2020;524,14;24/09/2020;11213,42;19/10/2019;1962,09;;
12/08/2020;530,64;25/09/2020;11370,42;20/10/2019;1957,08;;
13/08/2020;531,59;28/09/2020;11543,78;21/10/2019;2003,34;;
14/08/2020;572,61;30/09/2020;11352,72;22/10/2019;1985,98;;
17/08/2020;597,06;01/10/2020;11261,56;23/10/2019;1817,2;;
18/08/2020;576,95;05/10/2020;11356,91;24/10/2019;1839,73;;
19/08/2020;541,56;06/10/2020;11162,11;25/10/2019;1886,29;;
20/08/2020;558,61;07/10/2020;11237,02;26/10/2019;2114,87;;
21/08/2020;544,16;08/10/2020;11498,48;27/10/2019;2171,2;;
24/08/2020;548,88;09/10/2020;11694,53;28/10/2019;2174,02;;
25/08/2020;520,37;12/10/2020;12269,24;29/10/2019;2185,75;;
26/08/2020;528,63;13/10/2020;12093,02;30/10/2019;2132,56;;
27/08/2020;510,73;14/10/2020;12021,71;31/10/2019;2145,22;;
28/08/2020;528,59;15/10/2020;12180,9;01/11/2019;2120,99;;
31/08/2020;558,82;16/10/2020;11920,93;02/11/2019;2145,31;;
01/09/2020;587,66;19/10/2020;12314,48;03/11/2019;2135,64;;
02/09/2020;545,71;20/10/2020;12403,23;04/11/2019;2155,95;;
03/09/2020;511,73;22/10/2020;13673,84;05/11/2019;2183,19;;
04/09/2020;500,21;23/10/2020;13492,24;06/11/2019;2206,15;;
08/09/2020;453,12;26/10/2020;13452,36;07/11/2019;2145,57;;
09/09/2020;471,52;27/10/2020;14067,14;08/11/2019;2068,5;;
10/09/2020;475,58;28/10/2020;13536,92;09/11/2019;2073,21;;
11/09/2020;479,3;29/10/2020;13798,27;10/11/2019;2085,92;;
14/09/2020;489,05;30/10/2020;13781,36;11/11/2019;2060,96;;
15/09/2020;485,8;02/11/2020;13885,78;12/11/2019;2053,09;;
16/09/2020;489,09;03/11/2020;13890,5;13/11/2019;2065,41;;
17/09/2020;505,09;04/11/2020;14217,83;14/11/2019;2051,31;;
18/09/2020;495,1;05/11/2020;15157,85;15/11/2019;1986;;
21/09/2020;463,6;06/11/2020;15666,8;16/11/2019;1998,03;;
22/09/2020;463,08;09/11/2020;15592,07;17/11/2019;2013,36;;
23/09/2020;449,58;10/11/2020;15549,24;18/11/2019;1975,34;;
24/09/2020;467,61;11/11/2020;15978,13;19/11/2019;1900,66;;
25/09/2020;477,3;12/11/2020;16259,4;20/11/2019;1912,6;;
28/09/2020;484,91;13/11/2020;16416,91;21/11/2019;1792,98;;
29/09/2020;478,52;16/11/2020;16920,54;22/11/2019;1677,43;;
30/09/2020;476,66;17/11/2020;17753,75;23/11/2019;1714,83;;
01/10/2020;471,38;18/11/2020;17623,77;24/11/2019;1651,74;;
02/10/2020;463,65;19/11/2020;18026,97;25/11/2019;1684,79;;
05/10/2020;476,51;20/11/2020;18726,37;26/11/2019;1645,02;;
06/10/2020;467,39;23/11/2020;19529,01;27/11/2019;1697,01;;
07/10/2020;470;24/11/2020;20578,21;28/11/2019;1747,44;;
08/10/2020;481,58;25/11/2020;20555,19;29/11/2019;1785,62;;
09/10/2020;491,49;26/11/2020;18117,54;30/11/2019;1727,05;;
12/10/2020;515,58;27/11/2020;18042,78;01/12/2019;1683,53;;
13/10/2020;507,81;30/11/2020;20644,19;02/12/2019;1668,58;;
14/10/2020;503,87;01/12/2020;20195,81;03/12/2019;1683,02;;
15/10/2020;510,46;02/12/2020;20243,32;04/12/2019;1700,58;;
16/10/2020;494,33;03/12/2020;20560,46;05/12/2019;1668,35;;
19/10/2020;510,5;04/12/2020;19968,66;06/12/2019;1686,96;;
20/10/2020;506,23;07/12/2020;20068,05;07/12/2019;1711,9;;
21/10/2020;538,94;08/12/2020;19572,8;08/12/2019;1731,26;;
22/10/2020;563,97;09/12/2020;19321,81;09/12/2019;1698,11;;
23/10/2020;554,2;10/12/2020;19297,92;10/12/2019;1657,43;;
26/10/2020;545,11;11/12/2020;18867,47;11/12/2019;1645,54;;
27/10/2020;565,43;14/12/2020;19961,47;12/12/2019;1647,54;;
28/10/2020;544,52;15/12/2020;20204,2;13/12/2019;1660,14;;
29/10/2020;551,49;16/12/2020;21532,75;14/12/2019;1620,62;;
30/10/2020;546,34;18/12/2020;23351,72;15/12/2019;1633,6;;
02/11/2020;548,9;21/12/2020;23061,66;16/12/2019;1615,92;;
03/11/2020;547,19;23/12/2020;22991,77;17/12/2019;1497,58;;
04/11/2020;562,29;24/12/2020;23056,25;18/12/2019;1505,75;;
05/11/2020;591;25/12/2020;23939,67;19/12/2019;1542,32;;
06/11/2020;618,31;28/12/2020;26482,13;20/12/2019;1548,93;;
09/11/2020;617,48;29/12/2020;26536,79;21/12/2019;1547,58;;
10/11/2020;618,38;31/12/2020;28364,86;22/12/2019;1560,69;;
11/11/2020;633,79;01/01/2021;28381,64;23/12/2019;1625,22;;
12/11/2020;636,18;04/01/2021;31632,88;24/12/2019;1560,77;;
13/11/2020;650,1;05/01/2021;34414,41;25/12/2019;1537,15;;
16/11/2020;662,52;06/01/2021;36851,82;26/12/2019;1549,11;;
17/11/2020;690,75;07/01/2021;39480,22;27/12/2019;1554,82;;
18/11/2020;681,55;08/01/2021;38782,52;28/12/2019;1577,28;;
19/11/2020;695,41;11/01/2021;33389,87;29/12/2019;1604,07;;
20/11/2020;730,41;12/01/2021;34588,09;30/12/2019;1577,08;;
23/11/2020;841,62;13/01/2021;36402,17;31/12/2019;1565,45;;
